,index,Descriptors_singlish,Freq_singlish,Avg_sent_singlish,Avg_sent_no singlish
44,much,"clear ,better ,easier ,better ,pretty ,slots ,earn",7,1.4285714285714286,1.4285714285714286
45,aug,"year ,year ,year ,year ,year ,date",7,1.0,1.0
46,never,"get ,done ,attend ,finish ,spent",7,0.9333333333333332,1.0
47,rounds,"ago ,big ,ran ,run",6,1.0,1.0
48,weeks,"half ,training ,training",6,0.6666666666666666,1.0
49,camp,"bedok ,entering ,khatib ,use ,kranji ,miss",6,1.0,1.0
50,here,"commanders ,help ,relate ,anyone",6,1.0,1.0
51,windows,"clear ,current ,clear ,clear ,closed",6,1.0,1.0
52,sent,"haha ,faster ,roll",6,1.0,1.0
53,new,"programme ,fit ,yeartill ,hii ,mpcommander",6,1.2,1.2
54,few,"sessions ,ippt_ipts ,days ,slots ,months",6,1.0,1.0
55,ipptwindow,"still ,year ,year ,next ,open ,first",5,1.0,1.0
56,right,"means ,attend",5,0.8333333333333333,1.0
57,slot,"select ,booked ,also ,empty ,book",5,0.8,0.8
58,ah,sir,5,1.0,1.0
59,as,"'s ,much ,know ,long ,safe",5,1.0,1.0
60,big,"rounds ,vehicles ,wind ,queue ,decision",5,1.0,1.0
61,good,"still ,luck ,time ,replies ,v ,alr",5,1.0,1.0
62,iptsession,"begins ,10th ,iptippt ,however ,1st ,iptippt ,10th ,remain",5,1.0,1.0
63,even,"turning ,need ,nsfs",5,1.0,1.0
64,unable,"still ,select ,book ,book ,book ,book",5,1.0,1.0
65,quite,"jialat ,concerned ,confused ,mild",5,1.0,1.0
66,fail,"bo ,matter",5,1.0,1.0
67,t,"clear ,clear ,affect ,think",5,1.0,1.0
68,fcc,"conduct ,khatib ,closed ,kranji ,try",5,1.0,1.0
69,sure,"make ,liao ,saw",5,1.0,1.0
70,years,"old ,many ,clear ,working ,mean",5,0.7333333333333333,0.8
71,days,"slight ,working",5,1.0,1.0
72,once,"attend ,finish ,nsfs",5,0.8888888888888888,1.0
73,week,last,5,1.0,1.0
74,always,"get ,thought",4,1.0,1.0
75,enough,"singlet ,cover ,lockers ,serious",4,1.0,1.0
76,such,"information ,offences ,programme",4,1.0,1.0
77,guess,falls,4,0.0,0.0
78,better,"go ,oic ,much ,oic ,much ,late",4,1.0,1.0
79,well,schtho,4,1.0,1.0
80,yet,"got ,taken ,resumed ,enter",4,1.0,1.0
81,other,"exercises ,reservist ,company ,doc",4,0.875,1.0
82,bmt,"enter ,part ,companies",4,1.0,1.0
83,fit,"new ,thing ,sessions ,finish",4,1.0,1.25
84,attendance,"recorded ,counting",4,1.0,1.0
85,rtippt,"take ,sessions ,sessions",4,0.7777777777777777,1.0
86,everything,"throw ,everything ,b2 ,get",4,1.0,1.0
87,recruits,"female ,male ,female ,male ,female ,male ,female",4,1.0,1.0
88,post,"refers ,previous ,see ,earlier",4,0.75,1.0
89,however,"allowed ,get ,iptsession",4,1.0,1.0
90,lor,decide,4,1.0,1.0
91,usually,"include ,show ,complete ,ask",4,1.25,1.25
92,saf,"try ,specialist",4,1.0,1.0
93,old,"year ,years ,liao",4,1.0,1.0
94,sms,"got ,received ,send ,show",4,1.0,1.0
95,need,"ippt ,wait",4,1.0,1.0
96,green,"managementprogramme ,tag ,warmachine",4,1.0,1.0
97,info,"avail ,got ,source",4,1.0,1.0
98,pro,term,4,1.0,1.0
99,month,next,4,1.0,1.0
100,point,"away ,'s",4,1.0,1.0
101,later,"date ,contacted ,kena",4,0.7142857142857143,1.0
102,maybe,"call ,shelter ,13 ,think",4,1.0,1.0
103,finish,"next ,carry ,lah ,cycle ,never ,fit",3,1.1666666666666667,1.1666666666666667
104,medical,"review ,board ,board",3,1.0,1.0
105,call,"man ,received ,make",3,1.0,1.0
106,board,"med ,medical ,med ,medical ,medical ,require",3,1.0,1.0
107,thing,"fit ,experienced",3,1.5,1.5
108,leh,ask,3,1.0,1.0
109,status,"pes ,pes",3,1.0,1.0
110,nightmare,man,3,1.0,1.0
111,everyone,wan,3,1.0,1.0
112,able,"extend ,ended ,take ,still ,book",3,0.8666666666666668,1.0
113,question,"ask ,answer ,previous",3,1.0,1.0
114,birthday,"falls ,falls",3,0.0,0.0
115,late,"slightly ,bit ,better ,bit ,better",3,1.4,1.4
116,ipptsession,"book ,single ,book ,nonict ,attempt ,booked",3,1.0,1.0
117,normal,"person ,rt",3,1.0,1.0
118,review,"medical ,med ,med",3,1.0,1.0
119,ok,thanks,3,2.0,2.0
120,part,"unknown ,bmt ,probably ,best",3,1.25,1.25
121,rest,see,3,0.0,1.0
122,f,"returnuniform ,pes ,pes ,decision",3,1.0,1.0
123,yellow,applies,3,1.0,1.0
124,different,"locations ,thread ,slots",3,1.0,1.0
125,directly,"book ,contact ,call",3,1.0,1.0
126,guards,kena,3,0.1428571428571428,1.0
127,timing,"strict ,iptippt ,reporting ,timing ,booked ,iptippt ,reporting ,timing ,booked",3,1.0,1.0
128,cos,opened,3,1.0,1.0
129,nsf,"incoming ,went",3,1.0,1.0
130,guy,"tekan ,waiting",3,0.75,1.0
131,company,"matter ,get",3,1.0,1.0
132,recently,"went ,attended",3,1.0,1.0
133,otherwise,"charged ,get ,says",3,1.0,1.0
134,information,"reveal ,helps",3,1.0,1.0
135,s,request,3,1.0,1.0
136,previous,"post ,session ,question",3,1.0,1.0
137,rts,"clear ,need",3,1.0,1.0
138,orns,"year ,activity",3,1.0,1.0
139,attempt,"many ,ippt ,made ,charged",3,1.0,1.0
140,sat_sunsat_sun,sat_sunq,3,1.0,1.0
141,too,"save ,limited",3,0.25,0.5
142,again,"follow ,call ,call",3,1.0,1.0
143,probably,"breathing ,deployed ,part",3,1.0,1.0
144,simple,"lo ,charged ,life ,ðÿ™ðÿ» ,life ,ðÿ™ðÿ»",3,1.3333333333333333,1.3333333333333333
145,dys8,"contacted ,contacted",3,1.0,1.0
146,away,point,2,1.0,1.0
147,hk,"icts ,icts ,icts ,icts",2,1.0,1.0
148,n,window,2,1.0,1.0
149,letter,"send ,thought",2,1.0,1.0
150,10th,"ippt ,iptsession",2,1.0,1.0
151,shelter,"first ,come ,maybe",2,1.0,1.0
152,pretty,"much ,fked",2,1.0,1.0
153,issue,facing,2,1.0,1.0
154,icts,"hk ,hk ,hk ,hk",2,1.0,1.0
155,luck,"try ,good ,also",2,1.3333333333333333,1.3333333333333333
156,activities,indoor,2,1.0,1.0
157,timeliao,"last ,last",2,1.0,1.0
158,yeari,"last ,took",2,1.0,1.0
159,officer,"year ,commanding",2,1.0,1.0
160,programme,"new ,announce ,attending",2,1.0,1.3333333333333333
161,alr,"running ,good ,machine ,use",2,1.25,1.25
162,oc,"told ,going",2,1.0,1.0
163,one,"red ,took ,knows",2,1.1666666666666667,1.0
164,hence,postponed,2,1.0,1.0
165,single,"ict ,ipptsession",2,1.0,1.0
166,mindef_saf,"mindef_saf ,stupid ,mindef_saf ,stupid",2,0.5,0.5
167,carpark,"sheltered ,park",2,1.0,1.0
168,rtsession,"1st ,first",2,1.0,1.0
169,someone,need,2,1.0,1.0
170,liao,"old ,sure",2,0.8333333333333333,1.0
171,people,"take ,many",2,0.6666666666666666,1.0
172,friend,"ask ,deferred",2,1.0,1.0
173,fully,"covered ,pay ,covered ,pay",2,1.0,1.0
174,ago,"went ,pop",2,1.0,1.0
175,bmi,requirement,2,1.0,1.0
176,batch,poly,2,1.0,1.0
177,own,call,2,1.0,1.0
178,likely,"rtdefaulter ,require",2,1.0,1.0
179,oic,"better ,better",2,2.0,2.0
180,s8_oc,"contact ,contact ,contact ,contact",2,1.0,1.0
181,requirement,"bmi ,got",2,1.0,1.0
182,saturday,interview,2,1.0,1.0
183,mo,"see ,ask",2,0.5,1.0
184,very,"strict ,random",2,1.0,1.0
185,specialist,"consultation ,saf",2,1.0,1.0
186,early,"really ,take",2,0.6666666666666666,1.0
187,mean,"sian ,fccliao ,need",2,0.6666666666666666,1.0
188,khatibcamp,campi,2,1.0,1.0
189,machine,alr,2,1.0,1.0
190,posts,mindeffb,2,1.0,1.0
191,instructions,"follow ,says",2,1.0,1.0
192,kind,count,2,1.0,1.0
193,sense,make,2,1.0,1.0
194,blue,band,2,1.0,1.0
195,red,one,2,2.0,1.0
196,defaulter,avoid,2,0.0,0.0
197,pushups,improve,2,1.0,1.0
198,today,consider,2,1.0,1.0
199,xiong,"etc ,commando",2,1.0,1.0
200,hq,"realize ,ncc",2,1.0,1.0
201,reason,"realize ,mild",2,1.0,1.0
202,bit,"include ,late",2,1.0,1.0
203,things,mix,2,1.0,1.0
204,tag,"purple ,'s ,green ,got",2,1.0,1.0
205,leap,"year ,year",2,1.0,1.0
206,closes,"window ,window",2,1.0,1.0
207,greent,"wrote ,wrote",2,1.0,1.0
208,message,conveyed,2,1.0,1.0
209,currently,"conducted ,serving",2,1.0,1.0
210,no,longer,2,1.0,1.0
211,present,instructors,2,1.0,1.0
212,feedback,necessary,2,1.0,1.0
213,sian,mean,2,0.0,0.0
214,companies,"bmt ,bmt",2,1.0,1.0
